validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
864.6908569335938,1264.9715032577515,True,1,aa1707b9,2023-08-17_17-03-16,1692291796,1264.9715032577515,162295,ip-172-31-38-240,172.31.38.240,1264.9715032577515,1
