validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
910.9613647460938,3.6345467567443848,False,1,0cfb0175,2023-08-17_16-30-51,1692289851,3.6345467567443848,153109,ip-172-31-38-240,172.31.38.240,3.6345467567443848,1
845.33642578125,3.207487106323242,False,2,0cfb0175,2023-08-17_16-30-54,1692289854,6.842033863067627,153109,ip-172-31-38-240,172.31.38.240,6.842033863067627,2
825.2782592773438,3.1979634761810303,False,3,0cfb0175,2023-08-17_16-30-58,1692289858,10.039997339248657,153109,ip-172-31-38-240,172.31.38.240,10.039997339248657,3
814.5372924804688,3.9236748218536377,True,4,0cfb0175,2023-08-17_16-31-02,1692289862,13.963672161102295,153109,ip-172-31-38-240,172.31.38.240,13.963672161102295,4
