validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
599.7140502929688,405.33405661582947,False,1,6e4d3ded,2023-09-12_04-07-40,1694491660,405.33405661582947,151468,bruce-ubuntu22-x86.aegea,172.31.8.23,405.33405661582947,1
595.2294921875,357.4538559913635,False,2,6e4d3ded,2023-09-12_04-13-38,1694492018,762.787912607193,151468,bruce-ubuntu22-x86.aegea,172.31.8.23,762.787912607193,2
593.2220458984375,354.800901889801,False,3,6e4d3ded,2023-09-12_04-19-33,1694492373,1117.588814496994,151468,bruce-ubuntu22-x86.aegea,172.31.8.23,1117.588814496994,3
591.7889404296875,357.05980825424194,False,4,6e4d3ded,2023-09-12_04-25-30,1694492730,1474.648622751236,151468,bruce-ubuntu22-x86.aegea,172.31.8.23,1474.648622751236,4
590.5142822265625,356.853887796402,True,5,6e4d3ded,2023-09-12_04-31-27,1694493087,1831.502510547638,151468,bruce-ubuntu22-x86.aegea,172.31.8.23,1831.502510547638,5
