validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
872.1557006835938,4.019874811172485,False,1,e909566a,2023-08-17_16-26-50,1692289610,4.019874811172485,152156,ip-172-31-38-240,172.31.38.240,4.019874811172485,1
852.9412231445312,3.2251617908477783,False,2,e909566a,2023-08-17_16-26-53,1692289613,7.245036602020264,152156,ip-172-31-38-240,172.31.38.240,7.245036602020264,2
822.6390380859375,3.176725149154663,False,3,e909566a,2023-08-17_16-26-56,1692289616,10.421761751174927,152156,ip-172-31-38-240,172.31.38.240,10.421761751174927,3
807.2998657226562,3.40190052986145,False,4,e909566a,2023-08-17_16-26-59,1692289619,13.823662281036377,152156,ip-172-31-38-240,172.31.38.240,13.823662281036377,4
806.1272583007812,3.5186727046966553,False,5,e909566a,2023-08-17_16-27-03,1692289623,17.342334985733032,152156,ip-172-31-38-240,172.31.38.240,17.342334985733032,5
794.8810424804688,3.1451704502105713,False,6,e909566a,2023-08-17_16-27-06,1692289626,20.487505435943604,152156,ip-172-31-38-240,172.31.38.240,20.487505435943604,6
795.2850952148438,3.1548867225646973,False,7,e909566a,2023-08-17_16-27-09,1692289629,23.6423921585083,152156,ip-172-31-38-240,172.31.38.240,23.6423921585083,7
786.3701782226562,3.153794527053833,False,8,e909566a,2023-08-17_16-27-12,1692289632,26.796186685562134,152156,ip-172-31-38-240,172.31.38.240,26.796186685562134,8
784.6558837890625,3.1544837951660156,False,9,e909566a,2023-08-17_16-27-16,1692289636,29.95067048072815,152156,ip-172-31-38-240,172.31.38.240,29.95067048072815,9
784.1831665039062,3.1478383541107178,False,10,e909566a,2023-08-17_16-27-19,1692289639,33.09850883483887,152156,ip-172-31-38-240,172.31.38.240,33.09850883483887,10
785.59716796875,3.147268533706665,False,11,e909566a,2023-08-17_16-27-22,1692289642,36.24577736854553,152156,ip-172-31-38-240,172.31.38.240,36.24577736854553,11
780.9271240234375,3.1486620903015137,False,12,e909566a,2023-08-17_16-27-25,1692289645,39.394439458847046,152156,ip-172-31-38-240,172.31.38.240,39.394439458847046,12
780.5863037109375,3.1386444568634033,False,13,e909566a,2023-08-17_16-27-28,1692289648,42.53308391571045,152156,ip-172-31-38-240,172.31.38.240,42.53308391571045,13
787.45263671875,3.144192934036255,False,14,e909566a,2023-08-17_16-27-31,1692289651,45.677276849746704,152156,ip-172-31-38-240,172.31.38.240,45.677276849746704,14
780.1698608398438,3.3869974613189697,False,15,e909566a,2023-08-17_16-27-35,1692289655,49.064274311065674,152156,ip-172-31-38-240,172.31.38.240,49.064274311065674,15
780.48486328125,3.210550308227539,False,16,e909566a,2023-08-17_16-27-38,1692289658,52.27482461929321,152156,ip-172-31-38-240,172.31.38.240,52.27482461929321,16
779.8720703125,3.149163007736206,False,17,e909566a,2023-08-17_16-27-41,1692289661,55.42398762702942,152156,ip-172-31-38-240,172.31.38.240,55.42398762702942,17
775.8867797851562,3.1541237831115723,False,18,e909566a,2023-08-17_16-27-44,1692289664,58.57811141014099,152156,ip-172-31-38-240,172.31.38.240,58.57811141014099,18
776.8839111328125,3.133704423904419,False,19,e909566a,2023-08-17_16-27-47,1692289667,61.71181583404541,152156,ip-172-31-38-240,172.31.38.240,61.71181583404541,19
779.772216796875,3.1329152584075928,False,20,e909566a,2023-08-17_16-27-50,1692289670,64.844731092453,152156,ip-172-31-38-240,172.31.38.240,64.844731092453,20
776.7543334960938,3.149458408355713,False,21,e909566a,2023-08-17_16-27-54,1692289674,67.99418950080872,152156,ip-172-31-38-240,172.31.38.240,67.99418950080872,21
775.4258422851562,3.1471924781799316,False,22,e909566a,2023-08-17_16-27-57,1692289677,71.14138197898865,152156,ip-172-31-38-240,172.31.38.240,71.14138197898865,22
775.5140991210938,3.143385410308838,False,23,e909566a,2023-08-17_16-28-00,1692289680,74.28476738929749,152156,ip-172-31-38-240,172.31.38.240,74.28476738929749,23
773.6611328125,3.1526377201080322,False,24,e909566a,2023-08-17_16-28-03,1692289683,77.43740510940552,152156,ip-172-31-38-240,172.31.38.240,77.43740510940552,24
776.3499755859375,3.1507647037506104,False,25,e909566a,2023-08-17_16-28-06,1692289686,80.58816981315613,152156,ip-172-31-38-240,172.31.38.240,80.58816981315613,25
774.420166015625,3.1419858932495117,False,26,e909566a,2023-08-17_16-28-09,1692289689,83.73015570640564,152156,ip-172-31-38-240,172.31.38.240,83.73015570640564,26
774.453369140625,3.2172703742980957,False,27,e909566a,2023-08-17_16-28-13,1692289693,86.94742608070374,152156,ip-172-31-38-240,172.31.38.240,86.94742608070374,27
775.3838500976562,3.199658155441284,False,28,e909566a,2023-08-17_16-28-16,1692289696,90.14708423614502,152156,ip-172-31-38-240,172.31.38.240,90.14708423614502,28
774.19482421875,3.178743600845337,False,29,e909566a,2023-08-17_16-28-19,1692289699,93.32582783699036,152156,ip-172-31-38-240,172.31.38.240,93.32582783699036,29
775.0991821289062,3.1744813919067383,False,30,e909566a,2023-08-17_16-28-22,1692289702,96.5003092288971,152156,ip-172-31-38-240,172.31.38.240,96.5003092288971,30
774.7381591796875,3.1731157302856445,False,31,e909566a,2023-08-17_16-28-25,1692289705,99.67342495918274,152156,ip-172-31-38-240,172.31.38.240,99.67342495918274,31
772.9970092773438,3.1612539291381836,False,32,e909566a,2023-08-17_16-28-28,1692289708,102.83467888832092,152156,ip-172-31-38-240,172.31.38.240,102.83467888832092,32
