validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
728.8856811523438,328.9544835090637,False,1,b992390d,2023-08-17_18-03-38,1692295418,328.9544835090637,163219,ip-172-31-38-240,172.31.38.240,328.9544835090637,1
724.6749877929688,323.9325592517853,False,2,b992390d,2023-08-17_18-09-02,1692295742,652.887042760849,163219,ip-172-31-38-240,172.31.38.240,652.887042760849,2
724.5380249023438,321.0269658565521,False,3,b992390d,2023-08-17_18-14-23,1692296063,973.9140086174011,163219,ip-172-31-38-240,172.31.38.240,973.9140086174011,3
722.5966186523438,324.3600013256073,True,4,b992390d,2023-08-17_18-19-47,1692296387,1298.2740099430084,163219,ip-172-31-38-240,172.31.38.240,1298.2740099430084,4
