validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
756.72119140625,334.6871528625488,False,1,b5092b40,2023-08-17_19-21-08,1692300068,334.6871528625488,163219,ip-172-31-38-240,172.31.38.240,334.6871528625488,1
754.6616821289062,326.3441185951233,True,2,b5092b40,2023-08-17_19-26-34,1692300394,661.0312714576721,163219,ip-172-31-38-240,172.31.38.240,661.0312714576721,2
