validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
378.1686096191406,286.800936460495,False,1,009577ef,2023-08-19_23-00-59,1692486059,286.800936460495,9607,ip-172-31-38-240,172.31.38.240,286.800936460495,1
372.13299560546875,278.6977343559265,False,2,009577ef,2023-08-19_23-05-38,1692486338,565.4986708164215,9607,ip-172-31-38-240,172.31.38.240,565.4986708164215,2
374.093017578125,278.0947976112366,False,3,009577ef,2023-08-19_23-10-16,1692486616,843.5934684276581,9607,ip-172-31-38-240,172.31.38.240,843.5934684276581,3
379.6500244140625,282.0297486782074,False,4,009577ef,2023-08-19_23-14-58,1692486898,1125.6232171058655,9607,ip-172-31-38-240,172.31.38.240,1125.6232171058655,4
376.8513488769531,280.2412986755371,False,5,009577ef,2023-08-19_23-19-38,1692487178,1405.8645157814026,9607,ip-172-31-38-240,172.31.38.240,1405.8645157814026,5
376.62762451171875,278.5913984775543,False,6,009577ef,2023-08-19_23-24-17,1692487457,1684.455914258957,9607,ip-172-31-38-240,172.31.38.240,1684.455914258957,6
377.1866455078125,276.8859112262726,False,7,009577ef,2023-08-19_23-28-54,1692487734,1961.3418254852295,9607,ip-172-31-38-240,172.31.38.240,1961.3418254852295,7
380.2346496582031,277.9502718448639,False,8,009577ef,2023-08-19_23-33-32,1692488012,2239.2920973300934,9607,ip-172-31-38-240,172.31.38.240,2239.2920973300934,8
377.9488525390625,281.254008769989,False,9,009577ef,2023-08-19_23-38-13,1692488293,2520.5461061000824,9607,ip-172-31-38-240,172.31.38.240,2520.5461061000824,9
381.9042053222656,276.99298572540283,False,10,009577ef,2023-08-19_23-42-50,1692488570,2797.5390918254852,9607,ip-172-31-38-240,172.31.38.240,2797.5390918254852,10
380.8426513671875,275.01514077186584,False,11,009577ef,2023-08-19_23-47-25,1692488845,3072.554232597351,9607,ip-172-31-38-240,172.31.38.240,3072.554232597351,11
382.796142578125,274.3585057258606,False,12,009577ef,2023-08-19_23-51-59,1692489119,3346.9127383232117,9607,ip-172-31-38-240,172.31.38.240,3346.9127383232117,12
384.67095947265625,280.36384558677673,False,13,009577ef,2023-08-19_23-56-40,1692489400,3627.2765839099884,9607,ip-172-31-38-240,172.31.38.240,3627.2765839099884,13
388.4853820800781,275.7025110721588,False,14,009577ef,2023-08-20_00-01-15,1692489675,3902.979094982147,9607,ip-172-31-38-240,172.31.38.240,3902.979094982147,14
390.02703857421875,273.6661741733551,False,15,009577ef,2023-08-20_00-05-49,1692489949,4176.645269155502,9607,ip-172-31-38-240,172.31.38.240,4176.645269155502,15
389.5333557128906,275.2846245765686,False,16,009577ef,2023-08-20_00-10-24,1692490224,4451.929893732071,9607,ip-172-31-38-240,172.31.38.240,4451.929893732071,16
390.9379577636719,271.49008345603943,False,17,009577ef,2023-08-20_00-14-56,1692490496,4723.41997718811,9607,ip-172-31-38-240,172.31.38.240,4723.41997718811,17
395.35906982421875,276.12623620033264,False,18,009577ef,2023-08-20_00-19-32,1692490772,4999.546213388443,9607,ip-172-31-38-240,172.31.38.240,4999.546213388443,18
393.297119140625,276.1839716434479,False,19,009577ef,2023-08-20_00-24-08,1692491048,5275.730185031891,9607,ip-172-31-38-240,172.31.38.240,5275.730185031891,19
392.3804016113281,271.34303998947144,False,20,009577ef,2023-08-20_00-28-39,1692491319,5547.073225021362,9607,ip-172-31-38-240,172.31.38.240,5547.073225021362,20
396.3287658691406,278.5378952026367,False,21,009577ef,2023-08-20_00-33-18,1692491598,5825.611120223999,9607,ip-172-31-38-240,172.31.38.240,5825.611120223999,21
397.0279541015625,273.52992725372314,False,22,009577ef,2023-08-20_00-37-51,1692491871,6099.141047477722,9607,ip-172-31-38-240,172.31.38.240,6099.141047477722,22
396.8617248535156,272.8428325653076,False,23,009577ef,2023-08-20_00-42-24,1692492144,6371.98388004303,9607,ip-172-31-38-240,172.31.38.240,6371.98388004303,23
396.8412170410156,272.8945140838623,False,24,009577ef,2023-08-20_00-46-57,1692492417,6644.878394126892,9607,ip-172-31-38-240,172.31.38.240,6644.878394126892,24
397.0271911621094,272.31342029571533,False,25,009577ef,2023-08-20_00-51-29,1692492689,6917.191814422607,9607,ip-172-31-38-240,172.31.38.240,6917.191814422607,25
398.803955078125,271.9953806400299,False,26,009577ef,2023-08-20_00-56-01,1692492961,7189.187195062637,9607,ip-172-31-38-240,172.31.38.240,7189.187195062637,26
403.7824401855469,272.28272223472595,False,27,009577ef,2023-08-20_01-00-34,1692493234,7461.469917297363,9607,ip-172-31-38-240,172.31.38.240,7461.469917297363,27
399.385009765625,269.29428935050964,False,28,009577ef,2023-08-20_01-05-03,1692493503,7730.764206647873,9607,ip-172-31-38-240,172.31.38.240,7730.764206647873,28
398.1815490722656,271.7829523086548,False,29,009577ef,2023-08-20_01-09-35,1692493775,8002.547158956528,9607,ip-172-31-38-240,172.31.38.240,8002.547158956528,29
398.8914489746094,273.5043714046478,False,30,009577ef,2023-08-20_01-14-08,1692494048,8276.051530361176,9607,ip-172-31-38-240,172.31.38.240,8276.051530361176,30
399.01123046875,272.22627806663513,False,31,009577ef,2023-08-20_01-18-41,1692494321,8548.27780842781,9607,ip-172-31-38-240,172.31.38.240,8548.27780842781,31
399.1177978515625,274.88396859169006,True,32,009577ef,2023-08-20_01-23-15,1692494595,8823.1617770195,9607,ip-172-31-38-240,172.31.38.240,8823.1617770195,32
