validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
728.4818115234375,339.8468871116638,False,1,30c58114,2023-09-06_00-25-07,1693959907,339.8468871116638,8485,ip-172-31-38-240,172.31.38.240,339.8468871116638,1
724.4989013671875,333.4493844509125,False,2,30c58114,2023-09-06_00-30-40,1693960240,673.2962715625763,8485,ip-172-31-38-240,172.31.38.240,673.2962715625763,2
722.910400390625,325.72937273979187,False,3,30c58114,2023-09-06_00-36-06,1693960566,999.0256443023682,8485,ip-172-31-38-240,172.31.38.240,999.0256443023682,3
722.4586181640625,324.1560125350952,False,4,30c58114,2023-09-06_00-41-30,1693960890,1323.1816568374634,8485,ip-172-31-38-240,172.31.38.240,1323.1816568374634,4
722.1284790039062,322.30302357673645,False,5,30c58114,2023-09-06_00-46-52,1693961212,1645.4846804141998,8485,ip-172-31-38-240,172.31.38.240,1645.4846804141998,5
721.68115234375,323.13035774230957,False,6,30c58114,2023-09-06_00-52-15,1693961535,1968.6150381565094,8485,ip-172-31-38-240,172.31.38.240,1968.6150381565094,6
721.7415771484375,324.46402859687805,False,7,30c58114,2023-09-06_00-57-40,1693961860,2293.0790667533875,8485,ip-172-31-38-240,172.31.38.240,2293.0790667533875,7
721.3844604492188,326.89280581474304,False,8,30c58114,2023-09-06_01-03-07,1693962187,2619.9718725681305,8485,ip-172-31-38-240,172.31.38.240,2619.9718725681305,8
721.5176391601562,332.61398458480835,False,9,30c58114,2023-09-06_01-08-39,1693962519,2952.585857152939,8485,ip-172-31-38-240,172.31.38.240,2952.585857152939,9
721.4136962890625,326.3229444026947,False,10,30c58114,2023-09-06_01-14-06,1693962846,3278.9088015556335,8485,ip-172-31-38-240,172.31.38.240,3278.9088015556335,10
721.5759887695312,322.0782039165497,False,11,30c58114,2023-09-06_01-19-28,1693963168,3600.9870054721832,8485,ip-172-31-38-240,172.31.38.240,3600.9870054721832,11
721.6657104492188,331.0465760231018,False,12,30c58114,2023-09-06_01-24-59,1693963499,3932.033581495285,8485,ip-172-31-38-240,172.31.38.240,3932.033581495285,12
722.2062377929688,320.17945408821106,False,13,30c58114,2023-09-06_01-30-19,1693963819,4252.213035583496,8485,ip-172-31-38-240,172.31.38.240,4252.213035583496,13
722.127197265625,322.88750171661377,False,14,30c58114,2023-09-06_01-35-42,1693964142,4575.10053730011,8485,ip-172-31-38-240,172.31.38.240,4575.10053730011,14
722.220703125,326.0345780849457,False,15,30c58114,2023-09-06_01-41-08,1693964468,4901.1351153850555,8485,ip-172-31-38-240,172.31.38.240,4901.1351153850555,15
722.2410888671875,327.5416853427887,False,16,30c58114,2023-09-06_01-46-35,1693964795,5228.676800727844,8485,ip-172-31-38-240,172.31.38.240,5228.676800727844,16
722.3026123046875,322.2372479438782,False,17,30c58114,2023-09-06_01-51-58,1693965118,5550.914048671722,8485,ip-172-31-38-240,172.31.38.240,5550.914048671722,17
722.77294921875,324.4802782535553,False,18,30c58114,2023-09-06_01-57-22,1693965442,5875.394326925278,8485,ip-172-31-38-240,172.31.38.240,5875.394326925278,18
722.9672241210938,323.7210383415222,False,19,30c58114,2023-09-06_02-02-46,1693965766,6199.1153652668,8485,ip-172-31-38-240,172.31.38.240,6199.1153652668,19
723.06494140625,322.4838056564331,False,20,30c58114,2023-09-06_02-08-08,1693966088,6521.599170923233,8485,ip-172-31-38-240,172.31.38.240,6521.599170923233,20
723.189208984375,324.213237285614,False,21,30c58114,2023-09-06_02-13-33,1693966413,6845.812408208847,8485,ip-172-31-38-240,172.31.38.240,6845.812408208847,21
723.4263305664062,332.0946967601776,False,22,30c58114,2023-09-06_02-19-05,1693966745,7177.907104969025,8485,ip-172-31-38-240,172.31.38.240,7177.907104969025,22
723.5839233398438,333.84417390823364,False,23,30c58114,2023-09-06_02-24-38,1693967078,7511.751278877258,8485,ip-172-31-38-240,172.31.38.240,7511.751278877258,23
723.9265747070312,333.2416982650757,False,24,30c58114,2023-09-06_02-30-12,1693967412,7844.992977142334,8485,ip-172-31-38-240,172.31.38.240,7844.992977142334,24
723.9112548828125,332.7364671230316,False,25,30c58114,2023-09-06_02-35-44,1693967744,8177.729444265366,8485,ip-172-31-38-240,172.31.38.240,8177.729444265366,25
724.339599609375,316.28791093826294,False,26,30c58114,2023-09-06_02-41-01,1693968061,8494.017355203629,8485,ip-172-31-38-240,172.31.38.240,8494.017355203629,26
724.4304809570312,318.6782398223877,False,27,30c58114,2023-09-06_02-46-19,1693968379,8812.695595026016,8485,ip-172-31-38-240,172.31.38.240,8812.695595026016,27
724.6963500976562,323.98538851737976,False,28,30c58114,2023-09-06_02-51-43,1693968703,9136.680983543396,8485,ip-172-31-38-240,172.31.38.240,9136.680983543396,28
724.8189086914062,320.37314677238464,False,29,30c58114,2023-09-06_02-57-04,1693969024,9457.05413031578,8485,ip-172-31-38-240,172.31.38.240,9457.05413031578,29
725.0770874023438,321.7596244812012,False,30,30c58114,2023-09-06_03-02-26,1693969346,9778.813754796982,8485,ip-172-31-38-240,172.31.38.240,9778.813754796982,30
725.3440551757812,317.10354924201965,False,31,30c58114,2023-09-06_03-07-43,1693969663,10095.917304039001,8485,ip-172-31-38-240,172.31.38.240,10095.917304039001,31
725.4329223632812,318.6550974845886,False,32,30c58114,2023-09-06_03-13-01,1693969981,10414.57240152359,8485,ip-172-31-38-240,172.31.38.240,10414.57240152359,32
725.7686157226562,328.6533603668213,False,33,30c58114,2023-09-06_03-18-30,1693970310,10743.225761890411,8485,ip-172-31-38-240,172.31.38.240,10743.225761890411,33
725.772705078125,328.2634274959564,False,34,30c58114,2023-09-06_03-23-58,1693970638,11071.489189386368,8485,ip-172-31-38-240,172.31.38.240,11071.489189386368,34
726.0484008789062,317.9080424308777,False,35,30c58114,2023-09-06_03-29-16,1693970956,11389.397231817245,8485,ip-172-31-38-240,172.31.38.240,11389.397231817245,35
726.2193603515625,320.72800183296204,False,36,30c58114,2023-09-06_03-34-37,1693971277,11710.125233650208,8485,ip-172-31-38-240,172.31.38.240,11710.125233650208,36
726.4799194335938,318.0356912612915,False,37,30c58114,2023-09-06_03-39-55,1693971595,12028.160924911499,8485,ip-172-31-38-240,172.31.38.240,12028.160924911499,37
726.6539916992188,318.81480145454407,False,38,30c58114,2023-09-06_03-45-14,1693971914,12346.975726366043,8485,ip-172-31-38-240,172.31.38.240,12346.975726366043,38
726.7666625976562,326.45327401161194,False,39,30c58114,2023-09-06_03-50-40,1693972240,12673.429000377655,8485,ip-172-31-38-240,172.31.38.240,12673.429000377655,39
726.9832763671875,330.16400027275085,False,40,30c58114,2023-09-06_03-56-10,1693972570,13003.593000650406,8485,ip-172-31-38-240,172.31.38.240,13003.593000650406,40
727.2078247070312,325.13291215896606,False,41,30c58114,2023-09-06_04-01-35,1693972895,13328.725912809372,8485,ip-172-31-38-240,172.31.38.240,13328.725912809372,41
727.5848388671875,329.03242206573486,False,42,30c58114,2023-09-06_04-07-04,1693973224,13657.758334875107,8485,ip-172-31-38-240,172.31.38.240,13657.758334875107,42
727.5197143554688,331.89170694351196,False,43,30c58114,2023-09-06_04-12-36,1693973556,13989.650041818619,8485,ip-172-31-38-240,172.31.38.240,13989.650041818619,43
727.7985229492188,327.5567147731781,False,44,30c58114,2023-09-06_04-18-04,1693973884,14317.206756591797,8485,ip-172-31-38-240,172.31.38.240,14317.206756591797,44
728.0550537109375,325.29979729652405,False,45,30c58114,2023-09-06_04-23-29,1693974209,14642.506553888321,8485,ip-172-31-38-240,172.31.38.240,14642.506553888321,45
728.2521362304688,327.62980914115906,False,46,30c58114,2023-09-06_04-28-57,1693974537,14970.13636302948,8485,ip-172-31-38-240,172.31.38.240,14970.13636302948,46
728.519287109375,327.09034514427185,False,47,30c58114,2023-09-06_04-34-24,1693974864,15297.226708173752,8485,ip-172-31-38-240,172.31.38.240,15297.226708173752,47
728.6189575195312,326.59660744667053,False,48,30c58114,2023-09-06_04-39-51,1693975191,15623.823315620422,8485,ip-172-31-38-240,172.31.38.240,15623.823315620422,48
728.7716674804688,323.5733730792999,False,49,30c58114,2023-09-06_04-45-14,1693975514,15947.396688699722,8485,ip-172-31-38-240,172.31.38.240,15947.396688699722,49
729.129150390625,321.5803642272949,False,50,30c58114,2023-09-06_04-50-36,1693975836,16268.977052927017,8485,ip-172-31-38-240,172.31.38.240,16268.977052927017,50
