validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
785.1303100585938,58.65285301208496,False,1,a61a3505,2023-09-12_03-29-40,1694489380,58.65285301208496,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,58.65285301208496,1
764.037109375,51.114182233810425,False,2,a61a3505,2023-09-12_03-30-31,1694489431,109.76703524589539,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,109.76703524589539,2
758.9852905273438,50.71333456039429,False,3,a61a3505,2023-09-12_03-31-21,1694489481,160.48036980628967,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,160.48036980628967,3
756.5305786132812,49.715033531188965,False,4,a61a3505,2023-09-12_03-32-11,1694489531,210.19540333747864,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,210.19540333747864,4
753.9788818359375,49.80692458152771,False,5,a61a3505,2023-09-12_03-33-01,1694489581,260.00232791900635,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,260.00232791900635,5
752.8512573242188,50.09428548812866,False,6,a61a3505,2023-09-12_03-33-51,1694489631,310.096613407135,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,310.096613407135,6
751.9458618164062,49.87481331825256,False,7,a61a3505,2023-09-12_03-34-41,1694489681,359.9714267253876,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,359.9714267253876,7
751.61376953125,49.970062255859375,False,8,a61a3505,2023-09-12_03-35-31,1694489731,409.94148898124695,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,409.94148898124695,8
751.860595703125,49.91581916809082,False,9,a61a3505,2023-09-12_03-36-21,1694489781,459.85730814933777,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,459.85730814933777,9
751.823974609375,49.784189224243164,False,10,a61a3505,2023-09-12_03-37-11,1694489831,509.64149737358093,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,509.64149737358093,10
751.4243774414062,49.76700472831726,False,11,a61a3505,2023-09-12_03-38-00,1694489880,559.4085021018982,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,559.4085021018982,11
751.8665771484375,50.48531436920166,False,12,a61a3505,2023-09-12_03-38-51,1694489931,609.8938164710999,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,609.8938164710999,12
751.8624267578125,50.085508823394775,False,13,a61a3505,2023-09-12_03-39-41,1694489981,659.9793252944946,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,659.9793252944946,13
755.330322265625,49.99312663078308,False,14,a61a3505,2023-09-12_03-40-31,1694490031,709.9724519252777,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,709.9724519252777,14
789.9279174804688,49.968082427978516,False,15,a61a3505,2023-09-12_03-41-21,1694490081,759.9405343532562,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,759.9405343532562,15
766.8544311523438,49.92785310745239,False,16,a61a3505,2023-09-12_03-42-11,1694490131,809.8683874607086,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,809.8683874607086,16
766.609130859375,49.99392580986023,False,17,a61a3505,2023-09-12_03-43-01,1694490181,859.8623132705688,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,859.8623132705688,17
770.7271728515625,49.99189853668213,False,18,a61a3505,2023-09-12_03-43-51,1694490231,909.854211807251,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,909.854211807251,18
769.8807983398438,49.807055950164795,False,19,a61a3505,2023-09-12_03-44-41,1694490281,959.6612677574158,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,959.6612677574158,19
766.5231323242188,49.92492437362671,False,20,a61a3505,2023-09-12_03-45-31,1694490331,1009.5861921310425,128427,bruce-ubuntu22-x86.aegea,172.31.8.23,1009.5861921310425,20
