validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
968.09912109375,3.5004658699035645,False,1,9f11226b,2023-08-17_16-25-38,1692289538,3.5004658699035645,151505,ip-172-31-38-240,172.31.38.240,3.5004658699035645,1
869.1075439453125,3.2419042587280273,True,2,9f11226b,2023-08-17_16-25-41,1692289541,6.742370128631592,151505,ip-172-31-38-240,172.31.38.240,6.742370128631592,2
